gene,GNPAT,NDUFS2,VPS45,DEDD,C8orf76,DERL1,DCAF13,SDHC,MRPL13,SLC25A44,SETDB1,YY1AP1,YWHAZ,POGK,SNAP47,B4GALT3,NUDCD1,USP21,POLR2K,ZNF7,BPNT1,APH1A,UBE2Q1,DAP3,TARS2,PRCC,PTK2,TFB2M,GGPS1,PI4KB,NUCKS1,MSTO1,NSMCE2,C8orf33,ZNF706,SNAPIN,PIGC,TAF5L,PYGO2,C1orf131,TATDN1,NSL1,EBAG9,MTDH,SLC25A32,GABPB2,VPS72,IARS2,TIPRL
TARS2,0.3626323490142703,0.6357736717863369,0.6245809613150091,0.445153034048605,0.01849205730164158,-0.11817069444495898,-0.042056348205216004,0.5173686963054585,-0.01061645843744416,0.478949141679211,0.675238559213027,0.548629360983456,-0.07132031433538119,0.38026632331765503,0.4208249091849644,0.4995454076500456,-0.059157704248642556,0.5784017076717749,-0.06800050090194468,0.007078697980871768,0.3004314717270287,0.6306884429745685,0.4783692547495251,0.5303385835045711,0.9999999999999698,0.5492717393229277,-0.04546310917932497,0.41175296013111123,0.280023958254148,0.6311753043673116,0.22454164736141524,0.5143937050492621,-0.06759677309365741,-0.010314510114487557,-0.07123859721497494,0.5653136046834228,0.3122456287858444,0.29920351171202897,0.6196330040685495,0.3914375615692574,0.009625343856627389,0.22817684768430674,-0.06605811318954372,-0.08428462766693742,-0.16024603241156124,0.5201680502988102,0.526980533348508,0.3618718976030525,0.24664978900021597
PRCC,0.4386045836361415,0.6016926354916038,0.49922909454446457,0.6712256362301665,0.1711770815071678,-0.09378332311409815,0.07008608035639263,0.44304823750327793,0.09139822246399806,0.5245243166903735,0.5683212210806199,0.6634859340806988,-0.008658715387397875,0.4584896463310195,0.5753136278775052,0.6441723359475782,0.028297006586299227,0.6542262542432542,-0.00232565489218739,0.07863447746406305,0.34759814390086413,0.6376669348556523,0.6945233141284981,0.6083381036846081,0.5492717393229706,1.0000000000000024,-0.040593823603380874,0.37700739271798644,0.25211294743716456,0.6214740913208615,0.249173290619572,0.6821027973807988,0.057499637250668076,0.06037773298752702,0.10318846896029288,0.6152367207711215,0.5114149800769668,0.4094919401418761,0.6233402302904743,0.4838706432586678,0.10415542277417066,0.14477704048562048,-0.13738937665056114,-0.13330076065100882,-0.07447727195313761,0.38002809050699676,0.766856782326164,0.16165007403169568,0.43192105027810923
PTK2,0.1153458042123866,-0.014628804589450928,0.011827676293787281,0.07865260950833525,0.5241908020895529,0.6467914236221026,0.5941742705495656,0.17903619500574508,0.5470707625138709,0.15459099150331812,0.1196797417662378,0.00036272592798203274,0.6130830282779476,0.25429612558329107,-0.007877709641171626,-0.005597780227012683,0.6568509272072574,-0.034611476064525803,0.5068947835719857,0.7302422055119797,0.16154917056146534,0.09843235901968916,0.13836275035017515,0.16866794334629587,-0.0454631091792988,-0.04059382360339192,0.9999999999999925,0.24168051115213662,0.07634777815253596,-0.04800073821457429,0.2671797644849224,0.002897631844123283,0.4864819967090057,0.7215779402854205,0.4660888747266679,-0.09780607202010011,-0.013982871382178741,0.22681932963607654,-0.03999524293134532,0.10868949424500882,0.5252152224576616,0.013689134004043868,0.5464592438954028,0.6620078601276727,0.5999969018978525,0.029048051896889554,-0.02946686112332153,0.3107149192565112,0.2576112530604474
TFB2M,0.6396770305800057,0.4891425699736234,0.32268054573688254,0.36087288641461546,0.2296558994388204,0.1593962977256229,0.26551949461359947,0.4908986829717412,0.25736970719248076,0.495178585433857,0.4350444450945907,0.4291374571901978,0.1782146351945871,0.4751297208822908,0.5012165546533923,0.424690533066766,0.3110879562181642,0.35295468803312147,0.14335272723394515,0.1448537014245951,0.6094986030922847,0.40192861461876034,0.41215879203920236,0.56700091335779,0.4117529601311068,0.3770073927179376,0.241680511152105,0.9999999999999662,0.5229951533008141,0.37601580195654694,0.41328276920413265,0.397710913659465,0.05765583063483401,0.19223278277690475,0.07018672233905329,0.35646107845813335,0.3203023768767599,0.6782610122746471,0.26941254128761727,0.6253737388386276,0.2727091920753083,0.37598687035799044,0.09940115712433108,0.24345536826574024,0.21130004218544604,0.3061932505698983,0.3291905927031302,0.6435374967749412,0.5437746525022762
GGPS1,0.6654098503228589,0.3801824127007839,0.4122821287639347,0.27811003707880305,0.019988303030450627,-0.007374445072231672,-0.01577182955156478,0.4720774603126352,0.07312816328790642,0.3696308166161687,0.2575438098893891,0.3149821553756507,0.05865923153316212,0.3375873210199566,0.36045418940717977,0.31411635787421704,-0.05741472199790665,0.35909559088730764,0.09202139583297134,-0.07104312681904644,0.46729123965151365,0.2553143838116425,0.2714587830401096,0.3612907581640292,0.28002395825420756,0.2521129474371988,0.07634777815257228,0.5229951533008793,1.0000000000000289,0.09057036195271512,0.42779087420105666,0.217117655193997,0.02370365476827116,-0.08766097755680402,0.01235741530541963,0.47063757364483616,0.4160735363153809,0.374203990913928,0.3818757210169872,0.5040506408541078,0.013532927897510871,0.5915503889874107,0.11248635929222522,0.0025921515963828468,-0.11719010826090484,0.3715639866150321,0.14636844959167666,0.5113134658564047,0.3930587869403822
PI4KB,0.3350152497098266,0.49776986070913654,0.5732624017510921,0.5010882619418979,0.019156482203592257,-0.15039265845802827,-0.06666600158702535,0.3421508509587859,-0.08816505407992456,0.5057339668205201,0.6979541191538128,0.6153870709228211,-0.13123506170874477,0.41494299244139565,0.5253862913694742,0.5689554294315209,-0.01092957084343607,0.5489569439385745,-0.21969467556240319,0.025502871332251598,0.315392944880724,0.6775518525984205,0.5252993790310684,0.42816423149413935,0.6311753043673667,0.6214740913208728,-0.04800073821455239,0.37601580195660855,0.0905703619526895,1.000000000000015,0.20214758433502872,0.5481586259645084,-0.16097749007206297,0.003386591858309973,-0.09068159949982815,0.48464719284143276,0.3079349376450865,0.43085601748329316,0.4747611096825245,0.34439874140033666,-0.002542726200065501,0.05096177736130844,-0.21013329159046057,-0.10921557673877533,-0.08734970716231014,0.5307836060906771,0.6557165022049815,0.18027981780576835,0.3256854394609753
NUCKS1,0.5048161089404866,0.24681550270591676,0.37581404885477954,0.29317078858161266,0.05521064880933643,0.12502278892631952,0.13384331801995358,0.413901096804709,0.08776515811315364,0.4373925746913072,0.451244344575413,0.41038536207189935,0.22876909420907698,0.5575251674277603,0.28780290464193775,0.22352922580406542,0.25232636383460066,0.2923597556975731,0.09108410342415033,0.06908714943942146,0.3908080604416101,0.30158201390904216,0.34124124702513786,0.3405999709520564,0.2245416473614388,0.24917329061954385,0.26717976448490854,0.4132827692041628,0.4277908742009971,0.2021475843349826,0.9999999999999708,0.23049487916335626,0.03767302031194325,0.0540650200897379,-0.000770897892520439,0.24338582499579126,0.37465753660043216,0.5076372135832228,0.25776455722202374,0.42714145461740766,0.1127523945509312,0.5586641799371035,0.08310267224490983,0.2889510149077591,0.1428454722527255,0.4321453041231782,0.1609865150061366,0.502085020061424,0.549063373483019
MSTO1,0.36746723221862687,0.5549932450346593,0.4660014368604325,0.649510884627355,0.14369239216596558,-0.03763973043181745,0.12039645570109977,0.45470407435944876,0.08043967604829746,0.4700279643091999,0.5456285592539567,0.6094701386010017,0.0275995844611861,0.4238639118021769,0.445143919051416,0.5835566421810228,0.07729608188382897,0.5952477725291385,0.00729654145571218,0.07945486259380802,0.31133556395167633,0.5179370893804895,0.6045016042689673,0.614473966836489,0.5143937050492845,0.6821027973807839,0.0028976318441196747,0.3977109136594926,0.21711765519396026,0.5481586259644842,0.23049487916336264,0.9999999999999893,0.047170548288583664,0.054448174121182635,0.09966051075626958,0.5050433725730694,0.42719635730221694,0.39169134715549325,0.532531588194489,0.4386086628073419,0.12594532816280188,0.1458023893160813,-0.08279102991309639,-0.03887661590762248,0.020162214311125415,0.4048416540992905,0.6042177094634424,0.1793717464231061,0.4253164478578027
NSMCE2,0.017845306536028283,0.009950175122074245,-0.031371155521232374,0.12702790626462146,0.7050200812583376,0.6663896229268431,0.6815475924495099,0.14946425202033142,0.7407932359176991,-0.08304425313425312,-0.02023689011671359,-0.12380749176359046,0.6156754060645114,0.011188577320743243,-0.03294987457885479,-0.033896463119023085,0.5547215175400829,-0.05002019968634924,0.7413065639137439,0.5596993629595315,-0.0025193881993181844,0.08839807113796061,0.15377418204740956,0.22445948988419473,-0.06759677309366047,0.05749963725063023,0.48648199670898046,0.05765583063483615,0.023703654768220617,-0.1609774900721109,0.03767302031192077,0.04717054828856354,0.9999999999999792,0.5749460646688286,0.6756623672616946,0.0051986567659705885,0.0861366927622556,-0.055957358958701214,0.003531847400488508,0.09735103917131394,0.746750125295946,-0.07086605880694888,0.67639904747154,0.48569226181171343,0.5270257623990443,-0.1029941061067976,0.15801046938290642,0.0064138141392172665,0.1149243960611554
C8orf33,-0.02858734157916676,0.024115220168359278,-0.09676829236586157,0.03193960183458211,0.6027965661999668,0.5909581321534491,0.6394962441553618,0.10595293139737255,0.6343673028295179,0.05762970075629445,0.027271921164600532,-0.05143838912920237,0.554616317006316,0.034895700112017244,0.1104879529761252,-0.002782416425863049,0.6059163024615486,-0.026394135955724957,0.5872103235161861,0.7980182447630282,0.056451010425401044,0.15882821308787398,0.10590392142660782,0.18507771787254834,-0.01031451011445518,0.0603777329875331,0.7215779402854317,0.19223278277694122,-0.08766097755682124,0.0033865918583075028,0.054065020089763355,0.0544481741211964,0.5749460646688564,1.0000000000000042,0.5285350698327929,-0.0774438618980443,-0.07499854771579527,0.0646136838155224,-0.0817459555957401,0.07205494583948215,0.559101875603059,-0.13176484105888336,0.5467253457678528,0.5774479973230349,0.5674072486279833,-0.16479863003069403,0.09861513357678721,0.15046187115816612,0.08509661912258691
ZNF706,0.020633895730904045,0.02330441455141602,-0.0023622595133295232,0.1681698714650491,0.712742651243459,0.6144408972255151,0.7405361202415657,0.08074184045036373,0.6765258209005501,-0.06325350501658678,0.010929569431497421,-0.12437394978556625,0.7817177158320564,0.03698104101335564,-0.05496765479756904,0.05384989297515036,0.5899788939913341,-0.02552824568069606,0.7906252014419414,0.508375225487352,-0.024086759433475727,0.13482388168551013,0.24323455973674518,0.27710972664930744,-0.07123859721495501,0.10318846896028025,0.4660888747266651,0.07018672233907772,0.01235741530538767,-0.09068159949984984,-0.000770897892512612,0.09966051075627072,0.675662367261713,0.5285350698327813,0.9999999999999926,0.008404347755490538,0.09695077879705277,-0.0033341103262453653,-0.015763683897123737,0.12373201748776275,0.6402988784656632,-0.17983205676831668,0.643353485576688,0.5509987309921118,0.6448465083367599,-0.11107981108405598,0.21259416798524078,-0.00232568384468973,0.19159190057994058
SNAPIN,0.49510188053020837,0.5669464557070031,0.5813438791310442,0.5119884129087575,0.028125715288523263,-0.1588409638601707,-0.09008885828550428,0.510915015080848,0.019565387799558936,0.48297090574079404,0.4842609809896604,0.5970126179106986,-0.09379957992546968,0.36867739642264563,0.4183750742610605,0.4643830216463255,-0.1534720201626551,0.5288124714228706,-0.025269196334910468,-0.10947397200928398,0.2803188306732079,0.5436030716139942,0.5392450133701571,0.5595010448114834,0.5653136046834966,0.6152367207711725,-0.0978060720200503,0.35646107845821234,0.47063757364484843,0.48464719284147584,0.24338582499586991,0.5050433725731207,0.005198656766032914,-0.07744386189801597,0.00840434775553417,1.0000000000000455,0.5128529206853742,0.27031019232452047,0.6024750122313911,0.4272343583746107,-0.01512331316378878,0.38817907513246525,-0.051778065717989846,-0.19082998582526445,-0.20922698268707596,0.4606282853279847,0.5365207497829904,0.2851056256836418,0.37678376786529866
PIGC,0.5168522100883959,0.43288097007114307,0.43782370195041714,0.5132454626962963,0.10216086959042667,-0.023872722143648537,0.046289678726566405,0.43597051802575904,0.05491942300580846,0.39149307734617733,0.4118190582408752,0.4351596924034998,0.03853235296884645,0.48498641242279406,0.29145541058957647,0.4360348647048162,-0.006901352953224547,0.4597783726493552,0.08551978113558842,-0.04601925836479052,0.28151481376453835,0.4198761397890774,0.5461752730222549,0.4598437018298946,0.31224562878587536,0.5114149800769631,-0.013982871382174286,0.32030237687679586,0.4160735363153506,0.3079349376450719,0.37465753660045137,0.42719635730222544,0.08613669276228306,-0.07499854771580261,0.09695077879705934,0.512852920685331,0.9999999999999981,0.3400700687433708,0.46759497882913775,0.4835599120817098,0.06391784320043825,0.33803121951019843,0.01843693915075463,-0.0857794168137868,-0.026611823987399072,0.37412744899980055,0.4708769171940006,0.21470007586625314,0.5246819543776836
TAF5L,0.649634320402097,0.3500378100326627,0.32000284244327315,0.4403085631355284,0.1344008857971124,0.10706116185541614,0.14913018440971215,0.38016272187098527,0.0790882920256929,0.5086716387297912,0.48817451670391915,0.46167847164463305,0.163836234045278,0.5919409151873255,0.542792352564003,0.39953676660095633,0.2822334406679534,0.3227979426962513,-0.01855076268879724,0.09484385223863578,0.5771110999899597,0.40618754792443074,0.448472067826765,0.42362904671032103,0.2992035117120156,0.40949194014180823,0.22681932963603257,0.6782610122746408,0.37420399091384426,0.43085601748321073,0.5076372135831779,0.3916913471554543,-0.055957358958708375,0.06461368381547353,-0.0033341103262811145,0.27031019232442005,0.34007006874332196,0.9999999999999463,0.23855896021867587,0.6986071837557226,0.10622699217072948,0.3367297078999405,-0.06665024332038066,0.20875337783098386,0.1861154206345731,0.4339448359071128,0.3506695671000406,0.5332626825034928,0.565361777181014
PYGO2,0.3878759014012425,0.5570507350916081,0.5304746107171087,0.6127502734829331,0.006396652387376106,-0.13450322429554393,-0.07170287206561249,0.49333591468242183,-0.04922793695018454,0.4595157645693305,0.5788703079710172,0.645419576538216,-0.057401134497362644,0.44470555666256495,0.41066117114131007,0.5717128135076749,-0.1430136535977788,0.6744718575002292,-0.03542448663671094,0.020499112272927833,0.27453560966522866,0.5161890817187853,0.6088968021928769,0.5241113401017898,0.619633004068602,0.6233402302904856,-0.03999524293132553,0.2694125412876771,0.38187572101696154,0.47476110968252355,0.2577645572220671,0.5325315881945132,0.0035318474005339717,-0.0817459555957391,-0.015763683897104697,0.60247501223135,0.46759497882915135,0.23855896021875478,1.0000000000000138,0.32245708307043797,-0.0012953892493387797,0.2652031409137744,-0.0810733126213588,-0.16765032862277346,-0.220157881641436,0.416869216715534,0.5472011610819899,0.19559089695797507,0.3113227356629965
C1orf131,0.693738877127404,0.43250950959423357,0.4131088770403275,0.4803750084434082,0.24994064941083224,0.07548074074150854,0.20572994050180385,0.4164341091323134,0.19602512322118162,0.43072287946529514,0.4684206316454756,0.37921242438079755,0.1595200704323815,0.4819927810359996,0.500708206462571,0.40154786149669347,0.2303555270648914,0.42362893080628633,0.15879516443377648,0.09570166375304627,0.5498315119788266,0.38858311888493924,0.5290607619349919,0.5048375751572276,0.3914375615692495,0.48387064325861767,0.10868949424497677,0.6253737388386252,0.5040506408540435,0.344398741400275,0.42714145461737657,0.43860866280731425,0.09735103917131067,0.07205494583944604,0.12373201748773761,0.4272343583745326,0.4835599120816731,0.6986071837557263,0.32245708307037874,0.9999999999999671,0.1426948535804932,0.4268345588467922,0.04028818731115328,0.08954593006214225,0.10221587373942902,0.40851598098913655,0.4732975727070833,0.45430996332185036,0.5525401022549213
TATDN1,0.09991870942744617,0.09777517263127684,0.041349497217488984,0.2151440574739288,0.7132992678508738,0.6748920571501157,0.7569969104016117,0.1765487583831723,0.7203635616194642,-0.022434209495460433,0.1325593281004914,-0.02996460435982179,0.6418910232584507,0.17996012713699594,-0.01735207306805875,0.07389741292601495,0.6912479603671238,-0.002495338506183109,0.6381390750933964,0.5470491060614673,0.11938505907510231,0.1584364958375962,0.25192442589833686,0.3747797728996519,0.009625343856651841,0.10415542277417324,0.5252152224576688,0.27270919207533734,0.013532927897493191,-0.002542726200070594,0.11275239455095136,0.12594532816281143,0.7467501252959674,0.5591018756030575,0.6402988784656711,-0.015123313163814267,0.0639178432004419,0.10622699217076793,-0.0012953892493435815,0.1426948535805221,1.0000000000000016,-0.10084829892161828,0.6541205112788575,0.5862804956009635,0.6517006273322143,-0.06426947782372644,0.2198276938280311,0.13741147792087757,0.3202144667946718
NSL1,0.5290367653801662,0.21255050283660834,0.32345189078015546,0.1693809772092158,-0.1389467896502361,-0.088395958885536,-0.11974083748903566,0.34718713295411047,-0.076839126701119,0.3611557846369002,0.254355104090659,0.31719724716281816,-0.06172996172813039,0.32175580019949224,0.3286851821899825,0.14223651502232654,-0.06780391261496013,0.31875981827474664,-0.015464068144237342,-0.12223794139422636,0.455817941418102,0.13404676023988768,0.14236658496350998,0.18946439410927732,0.22817684768439933,0.1447770404856983,0.013689134004116865,0.3759868703580874,0.591550388987449,0.05096177736138416,0.5586641799372137,0.14580238931615444,-0.07086605880687273,-0.13176484105883604,-0.1798320567682538,0.38817907513249383,0.3380312195102654,0.33672970790006174,0.2652031409138477,0.42683455884688776,-0.10084829892157637,1.0000000000000682,0.05957711550491958,0.015466152352125742,-0.1596844563245315,0.35797497143458457,0.01458038517767643,0.5418062853456713,0.33304030221000125
EBAG9,0.023110301001659048,-0.020842730206569654,-0.03736440301473207,-0.01649468385292087,0.6218264151107544,0.6781093731421585,0.6584713513849094,0.153723064084816,0.6635194436192399,-0.018499467306235987,-0.06701220981210891,-0.13834697203214333,0.6254557044160168,0.0057121357117329435,-0.08948038286895414,-0.14019121981842134,0.6079907178942138,-0.10857912077061521,0.6915379216674838,0.5159644656940691,0.04646935857472716,-0.013044911207519785,0.05959521593829506,0.14884792438698163,-0.06605811318957674,-0.13738937665064582,0.5464592438953406,0.09940115712430438,0.11248635929213249,-0.2101332915905601,0.08310267224484039,-0.0827910299131518,0.676399047471516,0.5467253457677926,0.6433534855766395,-0.051778065718098246,0.018436939150691056,-0.06665024332040595,-0.08107331262145434,0.040288187311128765,0.6541205112788097,0.059577115504796066,0.9999999999999443,0.6472093563551188,0.5908839877828298,-0.049240664163319466,-0.08967136518496903,0.22253680894602856,0.12403848998517855
MTDH,0.05166564882028371,-0.030949160289215405,-0.021217014014841135,0.015176107260210764,0.5883329476654032,0.7377838163416703,0.7042524251442968,0.1684864983718758,0.5757977014675545,0.1563327868882119,0.05434930345876335,-0.09673719095379468,0.7621373337714632,0.22941185921132498,-0.08537746137048388,-0.07947603583787988,0.7611552461789537,-0.19854838475646489,0.6020956897525824,0.5249082293690592,0.13583079675305232,0.04242236562390478,0.08912050759821272,0.15435884809681655,-0.0842846276668846,-0.13330076065098095,0.662007860127704,0.24345536826579822,0.0025921515963790998,-0.10921557673875532,0.28895101490781144,-0.03887661590758981,0.4856922618117584,0.577447997323049,0.5509987309921398,-0.1908299858252812,-0.08577941681376278,0.20875337783105938,-0.16765032862275303,0.08954593006220066,0.5862804956009776,0.015466152352085483,0.6472093563552043,1.0000000000000218,0.7501024704399557,0.023140507507031394,-0.10670527270040389,0.35796968627831066,0.3110430903263528
SLC25A32,-0.0088011140862429,-0.06677360942806765,-0.09578456023684717,0.10790732187569733,0.6214320421515014,0.6975024131922485,0.8265580065523859,0.06941701806575876,0.5911812556320413,0.03670154518986535,0.02016075652650559,-0.14580197519782456,0.7538530958160149,0.20297131056922577,-0.1628863311550238,-0.04721711000863707,0.8073924639409065,-0.17918394707877824,0.6380713275457522,0.49498411944314086,0.07037146271164614,0.041173520910664174,0.18225573236056444,0.19181445983273487,-0.16024603241155894,-0.07447727195317233,0.5999969018978313,0.21130004218545284,-0.11719010826095688,-0.08734970716235602,0.14284547225270924,0.020162214311107374,0.5270257623990495,0.567407248627957,0.6448465083367441,-0.20922698268713946,-0.02661182398742301,0.18611542063458786,-0.22015788164148006,0.10221587373943844,0.6517006273321934,-0.15968445632461353,0.5908839877828604,0.7501024704399101,0.9999999999999779,-0.09589000477549962,0.020836637099932165,0.15225586049312456,0.3140033198398921
GABPB2,0.450708170242586,0.396358771117158,0.6115670544080389,0.3842616421130951,-0.0669123950168066,-0.0765306596862404,-0.0995863214475001,0.4453137806814388,-0.12268774189361537,0.47302666567156326,0.5968047700181911,0.5287952316546728,-0.04919966834210063,0.5050002489446956,0.31332192705488826,0.3799385702835771,-0.008613152635006616,0.4638623548448797,-0.15073781547481518,-0.03838066314963176,0.3761320046241359,0.4441584217847349,0.38700845632809755,0.3486353966093432,0.5201680502988255,0.380028090506993,0.029048051896891136,0.3061932505699162,0.3715639866150151,0.530783606090669,0.4321453041231872,0.4048416540992945,-0.10299410610678417,-0.16479863003069872,-0.11107981108405346,0.4606282853279608,0.3741274489997991,0.4339448359071377,0.4168692167155257,0.40851598098915476,-0.06426947782372941,0.3579749714345488,-0.04924066416328615,0.023140507507017294,-0.09589000477548681,0.9999999999999982,0.34380251644712256,0.3633605619021537,0.3855366767092596
VPS72,0.34818887629118667,0.4861351490513221,0.537730176600546,0.6404456163693524,0.2582130167132902,-0.01816238579453966,0.19605509463329143,0.35806259421633985,0.18922444106170883,0.2936568468439474,0.6360195119048266,0.4759916450436006,0.08512591490607274,0.41861989800530475,0.4601865745278162,0.5757479935583653,0.13983822680001448,0.536518830198536,0.12081046741270707,0.09248730794766213,0.274068662217516,0.7199802418482436,0.6851669777870624,0.5609794833824816,0.5269805333485252,0.7668567823261452,-0.0294668611233313,0.32919059270315226,0.14636844959163392,0.6557165022049491,0.16098651500613742,0.6042177094634363,0.1580104693829231,0.09861513357676965,0.21259416798523567,0.5365207497829344,0.4708769171939871,0.3506695671000736,0.5472011610819593,0.4732975727071068,0.2198276938280175,0.014580385177598687,-0.08967136518491986,-0.10670527270043995,0.0208366370999451,0.34380251644711624,0.999999999999986,-0.009324788276816431,0.40150671331805965
IARS2,0.5450586762140697,0.40866833007319403,0.26181417912331995,0.1758375980239933,0.1271332907739965,0.18296881991892944,0.16327029974211138,0.5149151945678714,0.1640821259477317,0.5511570606415899,0.3068344807847696,0.32662020906963074,0.21588026384432007,0.39428251304759876,0.39506249506551905,0.2012453577463873,0.2604758348513494,0.19772173220801392,0.10204916165196914,0.10007627006840203,0.6259501957708429,0.2569449873025811,0.23655665018058314,0.3737394293205286,0.36187189760306604,0.1616500740316601,0.31071491925649186,0.6435374967749615,0.5113134658563452,0.18027981780571667,0.5020850200614126,0.1793717464230919,0.006413814139231366,0.15046187115813742,-0.00232568384470333,0.2851056256835634,0.21470007586622986,0.533262682503525,0.19559089695792797,0.45430996332187157,0.1374114779208565,0.5418062853455674,0.22253680894608407,0.35796968627825926,0.15225586049313306,0.3633605619021417,-0.00932478827682287,0.999999999999969,0.40756238624889796
TIPRL,0.5549848658897673,0.4167771920210901,0.47847066440555325,0.5448625257605189,0.26190632857251867,0.23630329371667705,0.3337203928168046,0.5127947929767962,0.23844503658945074,0.485725473466342,0.47103703346725945,0.43307921354369294,0.35242495707472227,0.7183323675113977,0.22560591902935886,0.415366214532058,0.39573720992551686,0.31180056582407045,0.20944295567264248,0.05595164142942799,0.4054487730598625,0.39393705280731167,0.6118473476098476,0.5418208555693383,0.24664978900026696,0.4319210502781253,0.2576112530604716,0.5437746525023328,0.3930587869403655,0.3256854394609826,0.5490633734830633,0.4253164478578284,0.11492439606119867,0.0850966191225937,0.19159190057996267,0.3767837678652677,0.5246819543777005,0.5653617771810882,0.31132273566300295,0.5525401022549778,0.32021446679467913,0.33304030220994296,0.12403848998526691,0.31104309032633976,0.3140033198399338,0.38553667670926944,0.40150671331809007,0.40756238624894586,1.0000000000000175
